date,IBM,AAPL,JPM,GS,HD,DIS,NKE,PG,V,RTX,CAT,PFE,UNH,WMT,VZ,WBA,MSFT,BA,AXP,MCD,CVX,MMM,INTC,KO,TRV,CSCO,JNJ,DD,MRK,XOM
2021-12-07,118.69312286376953,170.7113494873047,159.00579833984375,395.34417724609375,411.0872802734375,150.80999755859375,170.4776611328125,149.1248779296875,206.6385040283203,84.03790283203125,201.1304168701172,50.522499084472656,461.7122802734375,136.96485900878906,48.96558380126953,47.19412612915039,333.4522705078125,208.8300018310547,165.44151306152344,257.04754638671875,115.74263763427734,173.11029052734375,51.763389587402344,54.39756774902344,150.6179656982422,56.83549880981445,161.2816619873047,76.39665985107422,70.39332580566406,60.96278762817383
2021-12-08,120.09892272949219,174.60067749023438,157.1865692138672,392.5874328613281,406.2176208496094,153.33999633789062,169.44259643554688,149.79310607910156,208.25279235839844,85.5108642578125,200.83534240722656,50.20990753173828,465.8154296875,135.5808868408203,48.676361083984375,47.45832824707031,333.5020446777344,211.02999877929688,167.40362548828125,256.7211608886719,116.26285552978516,172.61021423339844,50.955970764160156,54.19065856933594,151.19842529296875,55.79821014404297,162.2491912841797,77.10604858398438,71.2990493774414,61.13901138305664
2021-12-09,120.63587188720703,174.0821075439453,156.9420623779297,391.7673034667969,406.3065185546875,152.94000244140625,167.30279541015625,150.667724609375,210.6443328857422,85.17475891113281,200.7763214111328,50.87416458129883,470.2464904785156,137.46670532226562,48.358211517333984,48.11393737792969,331.6402282714844,207.55999755859375,166.50186157226562,259.4507751464844,115.95857238769531,172.51217651367188,49.70545959472656,54.05271911621094,151.88121032714844,56.31685256958008,163.78933715820312,77.48043823242188,70.95818328857422,61.295654296875
2021-12-10,121.14351654052734,178.95872497558594,156.3160858154297,386.4019775390625,410.31683349609375,152.7100067138672,168.25823974609375,152.7707061767578,212.64723205566406,85.17475891113281,200.11734008789062,51.55795669555664,475.1246032714844,139.9778289794922,48.38713455200195,48.43684768676758,341.03887939453125,205.05999755859375,165.5207977294922,262.05181884765625,116.15487670898438,173.6495819091797,49.81377029418945,55.45182418823242,152.63323974609375,57.98042678833008,163.38458251953125,78.85979461669922,70.72444152832031,61.687252044677734
2021-12-13,119.66937255859375,175.25888061523438,154.45773315429688,380.0584716796875,400.2811584472656,150.42999267578125,166.04876708984375,154.94247436523438,210.275634765625,83.36568450927734,197.94363403320312,53.92192459106445,475.03521728515625,142.49888610839844,48.47390365600586,48.0845832824707,337.9126281738281,197.39999389648438,161.82449340820312,260.1925048828125,113.74030303955078,171.1786651611328,49.232826232910156,56.9100456237793,151.57443237304688,57.3541374206543,166.30690002441406,76.4853286743164,71.50355529785156,60.33622360229492
2021-12-14,120.82136535644531,173.8527374267578,155.64122009277344,384.1886901855469,397.27838134765625,149.10000610351562,164.61558532714844,155.51243591308594,209.2393035888672,82.545166015625,198.3272247314453,54.25405502319336,476.34661865234375,143.85867309570312,48.83061218261719,48.26071548461914,326.9010925292969,195.5,161.3785858154297,259.6287841796875,114.07403564453125,171.31594848632812,48.93742752075195,56.9494514465332,155.0872344970703,56.532142639160156,168.1234893798828,76.49517822265625,72.47686767578125,60.24811553955078
2021-12-15,120.18679809570312,178.80914306640625,154.477294921875,385.26568603515625,402.8197021484375,150.39999389648438,163.12271118164062,156.1118927001953,211.5610809326172,82.47596740722656,199.2222900390625,57.438568115234375,491.16973876953125,144.68247985839844,48.73420333862305,48.593414306640625,333.1834411621094,195.42999267578125,160.7740936279297,261.6067810058594,113.42620849609375,172.3553009033203,49.89254379272461,57.205631256103516,156.71005249023438,58.64585876464844,168.9626922607422,77.18486022949219,74.02039337158203,59.98377990722656
2021-12-16,122.93982696533203,171.78839111328125,156.8931427001953,392.6368103027344,394.6410217285156,148.75,161.94830322265625,158.32296752929688,213.61380004882812,81.75431060791016,202.78280639648438,59.83184814453125,489.65960693359375,142.2705841064453,50.85517883300781,48.202003479003906,323.4761657714844,190.7899932861328,161.52720642089844,262.62542724609375,114.48627471923828,174.83599853515625,50.05009460449219,57.786949157714844,160.32179260253906,59.01771545410156,170.8088836669922,77.54940032958984,74.62994384765625,60.08168411254883
2021-12-17,124.37493133544922,170.6714630126953,153.3231658935547,377.2522888183594,383.2323913574219,148.75999450683594,160.59475708007812,154.73609924316406,211.1326141357422,81.33911895751953,198.06166076660156,58.10282516479492,483.9568786621094,137.71484375,51.26008987426758,47.80080795288086,322.3809814453125,192.6300048828125,158.56422424316406,258.8178405761719,111.50241088867188,171.34536743164062,49.84331130981445,56.88048553466797,156.5319366455078,59.16450119018555,166.08970642089844,75.38185119628906,74.41365051269531,58.76980972290039
2021-12-20,124.0429916381836,169.2852783203125,150.56500244140625,367.18365478515625,384.635009765625,146.47000122070312,156.2355194091797,155.12918090820312,208.00369262695312,80.10340881347656,192.248779296875,59.60717010498047,480.5888977050781,138.16148376464844,51.18296432495117,47.78124237060547,318.5080261230469,188.47999572753906,154.4814453125,258.8475036621094,111.55148315429688,169.27645874023438,48.838958740234375,56.69328308105469,151.9207763671875,59.06664276123047,165.61581420898438,74.10101318359375,75.12151336669922,57.91807556152344
