date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM
2016-07-05,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2016-07-06,0.016534850001335144,0.04488277807831764,0.02185315638780594,0.01653466932475567,0.016789555549621582,0.04429541528224945,0.03686092048883438,0.0425691157579422,0.044945128262043,0.04390649124979973,0.042951975017786026,0.042583540081977844,0.04418226331472397,0.04474299028515816,0.01654677838087082,0.016566161066293716,0.044884540140628815,0.034849800169467926,0.017773522064089775,0.02091449871659279,0.0449271984398365,0.044945381581783295,0.016638273373246193,0.04490669444203377,0.04494527727365494,0.020010950043797493,0.04487486183643341,0.016631582751870155,0.044939201325178146,0.02201237715780735
2016-07-07,0.016201455146074295,0.0439906045794487,0.026585305109620094,0.01620013825595379,0.016625341027975082,0.03912649303674698,0.040366530418395996,0.040774013847112656,0.04403633251786232,0.04354187846183777,0.042253680527210236,0.042528919875621796,0.04245080426335335,0.043868228793144226,0.016226256266236305,0.016268983483314514,0.043989043682813644,0.03967800736427307,0.01667652279138565,0.02311127446591854,0.044008467346429825,0.0440363809466362,0.016254030168056488,0.04400886967778206,0.04403636232018471,0.023330839350819588,0.04399873688817024,0.016380608081817627,0.0440329946577549,0.025412967428565025
2016-07-08,0.016223948448896408,0.043992239981889725,0.023812327533960342,0.016194233670830727,0.017944715917110443,0.04028313234448433,0.03450024127960205,0.04262283816933632,0.04401925206184387,0.04370776191353798,0.042880021035671234,0.035861946642398834,0.042781393975019455,0.04392748698592186,0.016214877367019653,0.016343848779797554,0.04391356185078621,0.04280834645032883,0.016893191263079643,0.02084982953965664,0.04399564862251282,0.04401927441358566,0.016454331576824188,0.043952781707048416,0.04401922598481178,0.019580913707613945,0.04368642345070839,0.016348738223314285,0.043977972120046616,0.03818947449326515
2016-07-11,0.01632576435804367,0.043597958981990814,0.01866293139755726,0.016107235103845596,0.03128371760249138,0.042823199182748795,0.04083593189716339,0.042885467410087585,0.04374542832374573,0.04329735040664673,0.043135251849889755,0.0196286179125309,0.04242410138249397,0.04372221603989601,0.01616288535296917,0.01639683172106743,0.04354473203420639,0.04355787858366966,0.016886262223124504,0.022975893691182137,0.043735750019550323,0.043745432049036026,0.016759030520915985,0.04269469156861305,0.04374539479613304,0.01680646277964115,0.04359730705618858,0.01611993834376335,0.043255764991045,0.04154059290885925
2016-07-12,0.016494521871209145,0.04348696768283844,0.01762726530432701,0.016202861443161964,0.037045467644929886,0.043600182980298996,0.04183178395032883,0.04254808649420738,0.043856117874383926,0.043541885912418365,0.04356011375784874,0.01652505062520504,0.04287585988640785,0.043836478143930435,0.01635141856968403,0.01669912040233612,0.04345870018005371,0.043770648539066315,0.01888427324593067,0.018942877650260925,0.04385168477892876,0.04385611414909363,0.017362723127007484,0.0410742312669754,0.04385606572031975,0.016384446993470192,0.04369624704122543,0.016150111332535744,0.04148641601204872,0.04114225506782532
2016-07-13,0.016962330788373947,0.043402671813964844,0.017001649364829063,0.017091641202569008,0.04071864113211632,0.04430893436074257,0.04349799454212189,0.04179687425494194,0.044330812990665436,0.044168658554553986,0.04385389760136604,0.016368960961699486,0.04399431124329567,0.044270109385252,0.016739916056394577,0.018162766471505165,0.04394235089421272,0.044279810041189194,0.02272372879087925,0.01715259626507759,0.044329915195703506,0.04433077573776245,0.0180044062435627,0.034399282187223434,0.044330790638923645,0.016737710684537888,0.0441771075129509,0.0163244791328907,0.030607027933001518,0.041989766061306
2016-07-14,0.01701301708817482,0.04319170117378235,0.01708010397851467,0.017481299117207527,0.0412924587726593,0.044058673083782196,0.043463945388793945,0.04221213608980179,0.04406996816396713,0.04387706145644188,0.043123386800289154,0.01623905636370182,0.043805547058582306,0.044012561440467834,0.01676914654672146,0.018261944875121117,0.043753303587436676,0.044001802802085876,0.026354704052209854,0.016697971150279045,0.04406940937042236,0.044069916009902954,0.019938243553042412,0.03567899763584137,0.04406994953751564,0.016651445999741554,0.04390319436788559,0.016232620924711227,0.026291735470294952,0.04233475401997566
2016-07-15,0.01685875654220581,0.04166824370622635,0.016987090930342674,0.01723317988216877,0.04203105345368385,0.04380004480481148,0.04261224344372749,0.041246041655540466,0.0438028909265995,0.04371579363942146,0.04178052768111229,0.01613139547407627,0.04366122931241989,0.04379018023610115,0.016792960464954376,0.018803561106324196,0.04318179562687874,0.04366397485136986,0.02980155497789383,0.01627500355243683,0.04380158707499504,0.04380280151963234,0.027636315673589706,0.041221898049116135,0.04380287602543831,0.016251105815172195,0.04373021796345711,0.016119860112667084,0.01969905011355877,0.040096770972013474
2016-07-18,0.016469895839691162,0.04220447689294815,0.017211832106113434,0.016865603625774384,0.041862741112709045,0.0437820628285408,0.04110598936676979,0.0426550917327404,0.043790146708488464,0.04367245361208916,0.043075185269117355,0.01615140214562416,0.04348522424697876,0.0437827967107296,0.01689416915178299,0.017735516652464867,0.04294463247060776,0.0436536967754364,0.03249472752213478,0.016235478222370148,0.04378875344991684,0.04378996789455414,0.0273292176425457,0.039447952061891556,0.04379011690616608,0.016286110505461693,0.04371301457285881,0.01611972786486149,0.02145150862634182,0.03821045905351639
