,date,daily_return
0,2016-07-05,0.0
1,2016-07-06,0.0033801551892590825
2,2016-07-07,-0.0007878457971917898
3,2016-07-08,0.014457220818912932
4,2016-07-11,0.0045504898590671165
5,2016-07-12,0.006458862424103658
6,2016-07-13,0.0015661637445992752
7,2016-07-14,0.007566227275699407
8,2016-07-15,-0.0010932606652521218
9,2016-07-18,0.0007579044589046102
10,2016-07-19,-0.0002866001081887172
11,2016-07-20,0.0032372410559967733
12,2016-07-21,-0.005496919675452484
13,2016-07-22,0.0028287433037591752
14,2016-07-25,-0.0032236091301800687
15,2016-07-26,0.00010805269613783263
16,2016-07-27,-0.00327337420006028
17,2016-07-28,-0.001517401382265694
18,2016-07-29,-0.0010269464779609967
19,2016-08-01,-0.0017194904093960045
20,2016-08-02,-0.004820250584796746
21,2016-08-03,0.0020779465157022615
22,2016-08-04,0.0010661076970814927
23,2016-08-05,0.010918574363984542
24,2016-08-08,-0.0003366080745041798
25,2016-08-09,0.00040505077747341226
26,2016-08-10,-0.0013340882996455727
27,2016-08-11,0.006497786424661126
28,2016-08-12,-0.0017102424680364952
29,2016-08-15,0.003636727214400312
30,2016-08-16,-0.004147911139429932
31,2016-08-17,0.0022718246634099246
32,2016-08-18,0.0020591803703997433
33,2016-08-19,-0.001279746748025465
34,2016-08-22,-0.0010106070554721045
35,2016-08-23,0.001241906043225698
36,2016-08-24,-0.002527934208245807
37,2016-08-25,-0.0025647729986337455
38,2016-08-26,-0.0026882806003851807
39,2016-08-29,0.005985128195528386
40,2016-08-30,-0.0017517707834723076
41,2016-08-31,-0.00242660918697146
42,2016-09-01,0.0016389046520740907
43,2016-09-02,0.003958198624328582
44,2016-09-06,0.0020372836241285518
45,2016-09-07,0.0010874021709434986
46,2016-09-08,-0.0013843709896581573
47,2016-09-09,-0.021275842654185743
48,2016-09-12,0.013001292825749224
49,2016-09-13,-0.014426284187257901
50,2016-09-14,-0.0034200573804843196
51,2016-09-15,0.009432739463156885
52,2016-09-16,-0.004495110690165759
53,2016-09-19,-0.000570444750258585
54,2016-09-20,8.549522325820077e-06
55,2016-09-21,0.009008707769225223
56,2016-09-22,0.005250111044507545
57,2016-09-23,-0.006193009368376035
58,2016-09-26,-0.010358822536364509
59,2016-09-27,0.007765668977363562
60,2016-09-28,0.005363790507026491
61,2016-09-29,-0.011035093677750914
62,2016-09-30,0.009995014349887473
63,2016-10-03,-0.002525629595949546
64,2016-10-04,-0.004242364699011135
65,2016-10-05,0.006881016241108231
66,2016-10-06,-0.002232168697348266
67,2016-10-07,-0.0021749854927907647
68,2016-10-10,0.003875572463037754
69,2016-10-11,-0.011120185455245127
70,2016-10-12,0.00013113684392758793
71,2016-10-13,-0.0032007975000860017
72,2016-10-14,0.0018712925370120332
73,2016-10-17,-0.0034002574513913838
74,2016-10-18,0.003639166960755245
75,2016-10-19,0.002034332305275985
76,2016-10-20,0.001323778252826214
77,2016-10-21,0.000369372872119763
78,2016-10-24,0.005978278011532905
79,2016-10-25,-0.003081224140756266
80,2016-10-26,0.0012126044062680775
81,2016-10-27,-0.0020932914481065533
82,2016-10-28,-0.00019083640892915958
83,2016-10-31,-0.00013046874501184547
84,2016-11-01,-0.005365123471582033
85,2016-11-02,-0.004329395438792214
86,2016-11-03,-0.002133884311640432
87,2016-11-04,-0.003010743695946135
88,2016-11-07,0.020638962233656872
89,2016-11-08,0.0034662787966051765
90,2016-11-09,0.013676374356817844
91,2016-11-10,0.008500849925883047
92,2016-11-11,0.00154577201279546
93,2016-11-14,-0.0010125559784268812
94,2016-11-15,0.004807316800178383
95,2016-11-16,-0.000684430722950316
96,2016-11-17,0.0018471371864166746
97,2016-11-18,-0.002719499133140672
98,2016-11-21,0.0052813944683389475
99,2016-11-22,0.002264405981712757
100,2016-11-23,0.0013520844704670671
101,2016-11-25,0.004532027160718438
102,2016-11-28,-0.0021827081068349716
103,2016-11-29,0.0005176411715656487
104,2016-11-30,-0.002464711361027584
105,2016-12-01,-0.0003835866946914412
106,2016-12-02,0.00044856733867644515
107,2016-12-05,0.005106067050217367
108,2016-12-06,0.0003051576688397802
109,2016-12-07,0.01478253335676704
110,2016-12-08,0.0016860902064720937
111,2016-12-09,0.009623948304624695
112,2016-12-12,0.0030229120321318263
113,2016-12-13,0.007404351317760556
114,2016-12-14,-0.0072663276184985505
115,2016-12-15,0.002536960285956652
116,2016-12-16,-0.0007919459460388679
117,2016-12-19,0.0029615287597002152
118,2016-12-20,0.004249580437469932
119,2016-12-21,-0.001889034448391497
120,2016-12-22,-0.0018801325695214331
121,2016-12-23,0.00024266708063570445
122,2016-12-27,0.0005509994961708177
123,2016-12-28,-0.005704341816462238
124,2016-12-29,4.099743123988111e-05
125,2016-12-30,-0.0033411659618792977
126,2017-01-03,0.007398436237323647
127,2017-01-04,0.0028455152667110047
128,2017-01-05,-0.0017127510789431357
129,2017-01-06,0.002672549537872301
130,2017-01-09,-0.004198685334425524
131,2017-01-10,-0.0023350751620252056
132,2017-01-11,0.004533190387490813
133,2017-01-12,-0.00416815240383932
134,2017-01-13,-0.00023502019493967685
135,2017-01-17,-0.0012466085675294672
136,2017-01-18,-0.0004922573329484506
137,2017-01-19,-0.0048305259169105965
138,2017-01-20,0.0038700693670579525
139,2017-01-23,-0.0018169135140360456
140,2017-01-24,0.005832611350798895
141,2017-01-25,0.0060286025080403555
142,2017-01-26,-0.0006090407021558735
143,2017-01-27,0.0007996004333083545
144,2017-01-30,-0.005809964468399578
145,2017-01-31,-0.00416291834282895
146,2017-02-01,-0.0016252646698447358
