date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM
2016-07-05,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2016-07-06,0.04450836405158043,0.021507147699594498,0.021507147699594498,0.021507147699594498,0.030395403504371643,0.05846249312162399,0.021507147699594498,0.04127394035458565,0.021507147699594498,0.021507147699594498,0.05846249312162399,0.04413488507270813,0.03763855993747711,0.024919865652918816,0.021507147699594498,0.05846249312162399,0.05846249312162399,0.021507147699594498,0.021507147699594498,0.021507147699594498,0.04054224118590355,0.03387840837240219,0.021507147699594498,0.05846249312162399,0.021507147699594498,0.021507147699594498,0.021507147699594498,0.05846249312162399,0.029326163232326508,0.021507147699594498
2016-07-07,0.03199139982461929,0.026953397318720818,0.050801340490579605,0.02219706028699875,0.05951344221830368,0.02219706028699875,0.02219706028699875,0.02219706028699875,0.02219706028699875,0.02219706028699875,0.02219706028699875,0.02219706028699875,0.06033787131309509,0.042402468621730804,0.02219706028699875,0.039354272186756134,0.02219706028699875,0.02219706028699875,0.05486097186803818,0.03044283017516136,0.044026121497154236,0.02219706028699875,0.03181510791182518,0.02219706028699875,0.051672082394361496,0.06033787131309509,0.02219706028699875,0.06033787131309509,0.02219706028699875,0.02219706028699875
2016-07-08,0.03725970536470413,0.05560639873147011,0.022529341280460358,0.037599869072437286,0.022529341280460358,0.022529341280460358,0.025477489456534386,0.024124082177877426,0.04950406029820442,0.022529341280460358,0.022529341280460358,0.022529341280460358,0.06124110147356987,0.022529341280460358,0.056157127022743225,0.033830996602773666,0.022529341280460358,0.06124110147356987,0.022529341280460358,0.022529341280460358,0.03685004264116287,0.022529341280460358,0.022529341280460358,0.022529341280460358,0.06124110147356987,0.022529341280460358,0.022529341280460358,0.022529341280460358,0.045705147087574005,0.05369235947728157
2016-07-11,0.01885564997792244,0.01885564997792244,0.01885564997792244,0.01885564997792244,0.05125497654080391,0.023643391206860542,0.05125497654080391,0.01885564997792244,0.03888944536447525,0.01885564997792244,0.05125497654080391,0.027442241087555885,0.01885564997792244,0.05125497654080391,0.02312265709042549,0.036894939839839935,0.019333813339471817,0.05125497654080391,0.05125497654080391,0.021418390795588493,0.05125497654080391,0.04833647981286049,0.0409567654132843,0.01885564997792244,0.05125497654080391,0.05125497654080391,0.01885564997792244,0.01885564997792244,0.05125497654080391,0.01885564997792244
2016-07-12,0.022217676043510437,0.06039390712976456,0.022217676043510437,0.022217676043510437,0.022217676043510437,0.06039390712976456,0.022217676043510437,0.03999003767967224,0.022217676043510437,0.06039390712976456,0.029596008360385895,0.022217676043510437,0.048737429082393646,0.022217676043510437,0.06039390712976456,0.03726918250322342,0.022217676043510437,0.06039390712976456,0.026568997651338577,0.022217676043510437,0.022217676043510437,0.04287581145763397,0.022217676043510437,0.022217676043510437,0.053131382912397385,0.04125186800956726,0.022217676043510437,0.022217676043510437,0.023126889020204544,0.022217676043510437
2016-07-13,0.018662935122847557,0.018662935122847557,0.045713137835264206,0.018662935122847557,0.050731122493743896,0.04195798933506012,0.018662935122847557,0.018662935122847557,0.0244107898324728,0.050731122493743896,0.02579863928258419,0.018662935122847557,0.018662935122847557,0.018662935122847557,0.02533639222383499,0.039384253323078156,0.050731122493743896,0.03616684302687645,0.050731122493743896,0.050731122493743896,0.02575722150504589,0.03275151178240776,0.018662935122847557,0.050731122493743896,0.0408509261906147,0.050731122493743896,0.018662935122847557,0.018662935122847557,0.050731122493743896,0.050731122493743896
2016-07-14,0.04563106223940849,0.01925428956747055,0.02469566836953163,0.04365745931863785,0.01925428956747055,0.05233858898282051,0.03216477483510971,0.05233858898282051,0.01925428956747055,0.04453370347619057,0.01925428956747055,0.05233858898282051,0.02854607068002224,0.048805441707372665,0.01925428956747055,0.05233858898282051,0.01925428956747055,0.04517927020788193,0.03458578139543533,0.05233858898282051,0.019590236246585846,0.019736312329769135,0.05233858898282051,0.025060486048460007,0.01925428956747055,0.01925428956747055,0.02849346026778221,0.0306762233376503,0.04132387414574623,0.01925428956747055
2016-07-15,0.023919932544231415,0.03741403669118881,0.023919932544231415,0.023919932544231415,0.023919932544231415,0.06502112001180649,0.06502112001180649,0.023919932544231415,0.023919932544231415,0.06342725455760956,0.023960640653967857,0.025871332734823227,0.023919932544231415,0.023919932544231415,0.06502112001180649,0.023919932544231415,0.02405613660812378,0.023919932544231415,0.023919932544231415,0.023922981694340706,0.06502112001180649,0.023919932544231415,0.023919932544231415,0.023919932544231415,0.023919932544231415,0.03781123831868172,0.06502112001180649,0.02718232572078705,0.02852959930896759,0.023919932544231415
2016-07-18,0.026166966184973717,0.05757014825940132,0.04095130041241646,0.05757014825940132,0.021178873255848885,0.05757014825940132,0.05757014825940132,0.02941751666367054,0.043366339057683945,0.021178873255848885,0.021178873255848885,0.021178873255848885,0.021178873255848885,0.05757014825940132,0.021178873255848885,0.03888225555419922,0.05757014825940132,0.021178873255848885,0.049540694802999496,0.021178873255848885,0.04852017015218735,0.021178873255848885,0.02575783059000969,0.021178873255848885,0.021178873255848885,0.021178873255848885,0.028547273948788643,0.021178873255848885,0.02618054300546646,0.021922918036580086
